"Time (CET)","Day-ahead Total Load Forecast [MW] - United Kingdom (UK)","Actual Total Load [MW] - United Kingdom (UK)"
"03.04.2015 13:00 - 03.04.2015 13:30","38964","39476"
"03.04.2015 13:30 - 03.04.2015 14:00","38397","39483"
"03.04.2015 14:00 - 03.04.2015 14:30","38161","39177"
"03.04.2015 14:30 - 03.04.2015 15:00","37658","38750"
"03.04.2015 15:00 - 03.04.2015 15:30","37251","38490"
"03.04.2015 15:30 - 03.04.2015 16:00","36906","38339"
"03.04.2015 16:00 - 03.04.2015 16:30","36707","38179"
"03.04.2015 16:30 - 03.04.2015 17:00","36850","38051"
"03.04.2015 17:00 - 03.04.2015 17:30","37240","38119"
"03.04.2015 17:30 - 03.04.2015 18:00","38105","38431"
"03.04.2015 18:00 - 03.04.2015 18:30","38562","39208"
"03.04.2015 18:30 - 03.04.2015 19:00","38779","40937"
"03.04.2015 19:00 - 03.04.2015 19:30","38434","41511"
"03.04.2015 19:30 - 03.04.2015 20:00","38731","41648"
"03.04.2015 20:00 - 03.04.2015 20:30","38676","41395"
"03.04.2015 20:30 - 03.04.2015 21:00","38783","41313"
"03.04.2015 21:00 - 03.04.2015 21:30","38869","41218"
"03.04.2015 21:30 - 03.04.2015 22:00","40030","41539"
"03.04.2015 22:00 - 03.04.2015 22:30","40409","40419"
"03.04.2015 22:30 - 03.04.2015 23:00","39416","39510"
"03.04.2015 23:00 - 03.04.2015 23:30","37480","37808"
"03.04.2015 23:30 - 04.04.2015 00:00","35447","36416"
"04.04.2015 00:00 - 04.04.2015 00:30","33370","34862"
"04.04.2015 00:30 - 04.04.2015 01:00","31486","32831"
"04.04.2015 01:00 - 04.04.2015 01:30","30118","30675"
"04.04.2015 01:30 - 04.04.2015 02:00","29776","29051"
"04.04.2015 02:00 - 04.04.2015 02:30","28374","27345"
"04.04.2015 02:30 - 04.04.2015 03:00","27118","27545"
"04.04.2015 03:00 - 04.04.2015 03:30","27559","28609"
"04.04.2015 03:30 - 04.04.2015 04:00","28412","28143"
"04.04.2015 04:00 - 04.04.2015 04:30","28249","27645"
"04.04.2015 04:30 - 04.04.2015 05:00","27408","27103"
"04.04.2015 05:00 - 04.04.2015 05:30","26670","26596"
"04.04.2015 05:30 - 04.04.2015 06:00","26285","26251"
"04.04.2015 06:00 - 04.04.2015 06:30","25906","25873"
"04.04.2015 06:30 - 04.04.2015 07:00","25889","26369"
"04.04.2015 07:00 - 04.04.2015 07:30","26728","27095"
"04.04.2015 07:30 - 04.04.2015 08:00","28133","28608"
"04.04.2015 08:00 - 04.04.2015 08:30","29741","29246"
"04.04.2015 08:30 - 04.04.2015 09:00","31452","30876"
"04.04.2015 09:00 - 04.04.2015 09:30","33001","32491"
"04.04.2015 09:30 - 04.04.2015 10:00","33876","34463"
"04.04.2015 10:00 - 04.04.2015 10:30","35221","35966"
"04.04.2015 10:30 - 04.04.2015 11:00","35648","37501"
"04.04.2015 11:00 - 04.04.2015 11:30","36247","38534"
"04.04.2015 11:30 - 04.04.2015 12:00","36251","38693"
"04.04.2015 12:00 - 04.04.2015 12:30","36534","38911"
"04.04.2015 12:30 - 04.04.2015 13:00","36336","38843"
"04.04.2015 13:00 - 04.04.2015 13:30","36376","39000"
"04.04.2015 13:30 - 04.04.2015 14:00","35779","38673"
"04.04.2015 14:00 - 04.04.2015 14:30","35547","38447"
"04.04.2015 14:30 - 04.04.2015 15:00","35159","37913"
"04.04.2015 15:00 - 04.04.2015 15:30","34796","37315"
"04.04.2015 15:30 - 04.04.2015 16:00","34454","36887"
"04.04.2015 16:00 - 04.04.2015 16:30","34102","36360"
"04.04.2015 16:30 - 04.04.2015 17:00","34164","36173"
"04.04.2015 17:00 - 04.04.2015 17:30","34369","35970"
"04.04.2015 17:30 - 04.04.2015 18:00","35249","36440"
"04.04.2015 18:00 - 04.04.2015 18:30","35516","36930"
"04.04.2015 18:30 - 04.04.2015 19:00","35851","38017"
"04.04.2015 19:00 - 04.04.2015 19:30","35325","38444"
"04.04.2015 19:30 - 04.04.2015 20:00","35717","38805"
"04.04.2015 20:00 - 04.04.2015 20:30","35737","38851"
"04.04.2015 20:30 - 04.04.2015 21:00","36648","38971"
"04.04.2015 21:00 - 04.04.2015 21:30","38399","39249"
"04.04.2015 21:30 - 04.04.2015 22:00","39369","39922"
"04.04.2015 22:00 - 04.04.2015 22:30","38077","38977"
"04.04.2015 22:30 - 04.04.2015 23:00","36542","38064"
"04.04.2015 23:00 - 04.04.2015 23:30","35003","36837"
"04.04.2015 23:30 - 05.04.2015 00:00","33457","35422"
"05.04.2015 00:00 - 05.04.2015 00:30","31735","34021"
"05.04.2015 00:30 - 05.04.2015 01:00","30127","32126"
"05.04.2015 01:00 - 05.04.2015 01:30","28840","30666"
"05.04.2015 01:30 - 05.04.2015 02:00","28574","29058"
"05.04.2015 02:00 - 05.04.2015 02:30","27920","28238"
"05.04.2015 02:30 - 05.04.2015 03:00","26432","28467"
"05.04.2015 03:00 - 05.04.2015 03:30","26394","29063"
"05.04.2015 03:30 - 05.04.2015 04:00","26940","28916"
"05.04.2015 04:00 - 05.04.2015 04:30","26744","28273"
"05.04.2015 04:30 - 05.04.2015 05:00","25781","26934"
"05.04.2015 05:00 - 05.04.2015 05:30","24879","26383"
"05.04.2015 05:30 - 05.04.2015 06:00","24271","25478"
"05.04.2015 06:00 - 05.04.2015 06:30","23812","25191"
"05.04.2015 06:30 - 05.04.2015 07:00","23648","25141"
"05.04.2015 07:00 - 05.04.2015 07:30","23642","25228"
"05.04.2015 07:30 - 05.04.2015 08:00","24061","25663"
"05.04.2015 08:00 - 05.04.2015 08:30","25064","25754"
"05.04.2015 08:30 - 05.04.2015 09:00","26213","27194"
"05.04.2015 09:00 - 05.04.2015 09:30","27510","29111"
"05.04.2015 09:30 - 05.04.2015 10:00","28595","31195"
"05.04.2015 10:00 - 05.04.2015 10:30","30296","32348"
"05.04.2015 10:30 - 05.04.2015 11:00","31195","33418"
"05.04.2015 11:00 - 05.04.2015 11:30","32318","34484"
"05.04.2015 11:30 - 05.04.2015 12:00","32650","34935"
"05.04.2015 12:00 - 05.04.2015 12:30","33372","35278"
"05.04.2015 12:30 - 05.04.2015 13:00","34066","35376"
"05.04.2015 13:00 - 05.04.2015 13:30","35331","36058"
"05.04.2015 13:30 - 05.04.2015 14:00","35139","36346"
"05.04.2015 14:00 - 05.04.2015 14:30","34602","36559"
"05.04.2015 14:30 - 05.04.2015 15:00","34079","36083"
"05.04.2015 15:00 - 05.04.2015 15:30","33693","35311"
"05.04.2015 15:30 - 05.04.2015 16:00","33276","34832"
"05.04.2015 16:00 - 05.04.2015 16:30","32869","34121"
"05.04.2015 16:30 - 05.04.2015 17:00","32915","34102"
"05.04.2015 17:00 - 05.04.2015 17:30","32958","33808"
"05.04.2015 17:30 - 05.04.2015 18:00","33416","34064"
"05.04.2015 18:00 - 05.04.2015 18:30","33196","34262"
"05.04.2015 18:30 - 05.04.2015 19:00","33361","34732"
"05.04.2015 19:00 - 05.04.2015 19:30","32795","34648"
"05.04.2015 19:30 - 05.04.2015 20:00","32561","35053"
"05.04.2015 20:00 - 05.04.2015 20:30","32009","34910"
"05.04.2015 20:30 - 05.04.2015 21:00","32716","35271"
"05.04.2015 21:00 - 05.04.2015 21:30","32342","35781"
"05.04.2015 21:30 - 05.04.2015 22:00","32761","37621"
"05.04.2015 22:00 - 05.04.2015 22:30","34144","37392"
"05.04.2015 22:30 - 05.04.2015 23:00","34045","36612"
"05.04.2015 23:00 - 05.04.2015 23:30","32789","35430"
"05.04.2015 23:30 - 06.04.2015 00:00","31388","34302"
"06.04.2015 00:00 - 06.04.2015 00:30","29821","32706"
"06.04.2015 00:30 - 06.04.2015 01:00","28262","30886"
"06.04.2015 01:00 - 06.04.2015 01:30","27004","29318"
"06.04.2015 01:30 - 06.04.2015 02:00","27067","27960"
"06.04.2015 02:00 - 06.04.2015 02:30","26718","26810"
"06.04.2015 02:30 - 06.04.2015 03:00","25396","27005"
"06.04.2015 03:00 - 06.04.2015 03:30","25444","27994"
"06.04.2015 03:30 - 06.04.2015 04:00","26187","27894"
"06.04.2015 04:00 - 06.04.2015 04:30","25986","27566"
"06.04.2015 04:30 - 06.04.2015 05:00","25131","26779"
"06.04.2015 05:00 - 06.04.2015 05:30","24471","26277"
"06.04.2015 05:30 - 06.04.2015 06:00","24043","25730"
"06.04.2015 06:00 - 06.04.2015 06:30","23790","28032"
"06.04.2015 06:30 - 06.04.2015 07:00","24081","28347"
"06.04.2015 07:00 - 06.04.2015 07:30","24666","25884"
"06.04.2015 07:30 - 06.04.2015 08:00","25467","26940"
"06.04.2015 08:00 - 06.04.2015 08:30","26665","27750"
"06.04.2015 08:30 - 06.04.2015 09:00","27997","29943"
"06.04.2015 09:00 - 06.04.2015 09:30","29691","31347"
"06.04.2015 09:30 - 06.04.2015 10:00","31010","32565"
"06.04.2015 10:00 - 06.04.2015 10:30","33123","33566"
"06.04.2015 10:30 - 06.04.2015 11:00","34209","34340"
"06.04.2015 11:00 - 06.04.2015 11:30","35371","39982"
"06.04.2015 11:30 - 06.04.2015 12:00","35800","35297"
"06.04.2015 12:00 - 06.04.2015 12:30","36354","35510"
"06.04.2015 12:30 - 06.04.2015 13:00","35918","35208"
"06.04.2015 13:00 - 06.04.2015 13:30","36035","35255"
"06.04.2015 13:30 - 06.04.2015 14:00","35660","35076"
"06.04.2015 14:00 - 06.04.2015 14:30","35589","34732"
"06.04.2015 14:30 - 06.04.2015 15:00","35165","34158"
"06.04.2015 15:00 - 06.04.2015 15:30","34836","33631"
"06.04.2015 15:30 - 06.04.2015 16:00","34735","33380"
"06.04.2015 16:00 - 06.04.2015 16:30","34828","33022"
"06.04.2015 16:30 - 06.04.2015 17:00","35230","33399"
"06.04.2015 17:00 - 06.04.2015 17:30","35671","33388"
"06.04.2015 17:30 - 06.04.2015 18:00","36667","34140"
"06.04.2015 18:00 - 06.04.2015 18:30","36849","34991"
"06.04.2015 18:30 - 06.04.2015 19:00","37127","36468"
"06.04.2015 19:00 - 06.04.2015 19:30","37112","36899"
"06.04.2015 19:30 - 06.04.2015 20:00","38073","37437"
"06.04.2015 20:00 - 06.04.2015 20:30","38345","37424"
"06.04.2015 20:30 - 06.04.2015 21:00","39707","37923"
"06.04.2015 21:00 - 06.04.2015 21:30","40238","38210"
"06.04.2015 21:30 - 06.04.2015 22:00","40357","40005"
"06.04.2015 22:00 - 06.04.2015 22:30","39699","39030"
"06.04.2015 22:30 - 06.04.2015 23:00","38480","37843"
"06.04.2015 23:00 - 06.04.2015 23:30","36627","36563"
"06.04.2015 23:30 - 07.04.2015 00:00","34491","34992"
"07.04.2015 00:00 - 07.04.2015 00:30","32333","32974"
"07.04.2015 00:30 - 07.04.2015 01:00","30302","30844"
"07.04.2015 01:00 - 07.04.2015 01:30","28908","29046"
"07.04.2015 01:30 - 07.04.2015 02:00","28655","27624"
"07.04.2015 02:00 - 07.04.2015 02:30","27721","26417"
"07.04.2015 02:30 - 07.04.2015 03:00","27080","26510"
"07.04.2015 03:00 - 07.04.2015 03:30","27376","26985"
"07.04.2015 03:30 - 07.04.2015 04:00","27282","26936"
"07.04.2015 04:00 - 07.04.2015 04:30","26784","26584"
"07.04.2015 04:30 - 07.04.2015 05:00","25903","26058"
"07.04.2015 05:00 - 07.04.2015 05:30","25147","25905"
"07.04.2015 05:30 - 07.04.2015 06:00","24835","25665"
"07.04.2015 06:00 - 07.04.2015 06:30","25039","25764"
"07.04.2015 06:30 - 07.04.2015 07:00","26654","25900"
"07.04.2015 07:00 - 07.04.2015 07:30","29356","27607"
"07.04.2015 07:30 - 07.04.2015 08:00","32535","29460"
"07.04.2015 08:00 - 07.04.2015 08:30","35502","31429"
"07.04.2015 08:30 - 07.04.2015 09:00","37319","34729"
"07.04.2015 09:00 - 07.04.2015 09:30","38552","36581"
"07.04.2015 09:30 - 07.04.2015 10:00","38995","39038"
"07.04.2015 10:00 - 07.04.2015 10:30","40006","40122"
"07.04.2015 10:30 - 07.04.2015 11:00","40235","40957"
"07.04.2015 11:00 - 07.04.2015 11:30","40974","45784"
"07.04.2015 11:30 - 07.04.2015 12:00","41218","39267"
"07.04.2015 12:00 - 07.04.2015 12:30","41777","41045"
"07.04.2015 12:30 - 07.04.2015 13:00","41826","40568"
"07.04.2015 13:00 - 07.04.2015 13:30","42120","40329"
"07.04.2015 13:30 - 07.04.2015 14:00","41798","39973"
"07.04.2015 14:00 - 07.04.2015 14:30","41863","39596"
"07.04.2015 14:30 - 07.04.2015 15:00","41793","38955"
"07.04.2015 15:00 - 07.04.2015 15:30","41668","38651"
"07.04.2015 15:30 - 07.04.2015 16:00","41360","38460"
"07.04.2015 16:00 - 07.04.2015 16:30","41303","N/A"
"07.04.2015 16:30 - 07.04.2015 17:00","41742","N/A"
"07.04.2015 17:00 - 07.04.2015 17:30","42180","38908"
"07.04.2015 17:30 - 07.04.2015 18:00","42915","39633"
"07.04.2015 18:00 - 07.04.2015 18:30","42645","39963"
"07.04.2015 18:30 - 07.04.2015 19:00","42518","40852"
"07.04.2015 19:00 - 07.04.2015 19:30","41894","40744"
"07.04.2015 19:30 - 07.04.2015 20:00","42010","41142"
"07.04.2015 20:00 - 07.04.2015 20:30","41698","40656"
"07.04.2015 20:30 - 07.04.2015 21:00","42843","40775"
"07.04.2015 21:00 - 07.04.2015 21:30","43708","40851"
"07.04.2015 21:30 - 07.04.2015 22:00","43896","42334"
"07.04.2015 22:00 - 07.04.2015 22:30","42772","41855"
"07.04.2015 22:30 - 07.04.2015 23:00","41064","40554"
"07.04.2015 23:00 - 07.04.2015 23:30","38535","38569"
"07.04.2015 23:30 - 08.04.2015 00:00","35887","36497"
"08.04.2015 00:00 - 08.04.2015 00:30","33455","34309"
"08.04.2015 00:30 - 08.04.2015 01:00","31382","32044"
"08.04.2015 01:00 - 08.04.2015 01:30","29927","29710"
"08.04.2015 01:30 - 08.04.2015 02:00","29826","28315"
"08.04.2015 02:00 - 08.04.2015 02:30","29184","26756"
"08.04.2015 02:30 - 08.04.2015 03:00","28380","26972"
"08.04.2015 03:00 - 08.04.2015 03:30","28631","27597"
"08.04.2015 03:30 - 08.04.2015 04:00","28655","27437"
"08.04.2015 04:00 - 08.04.2015 04:30","28236","27218"
"08.04.2015 04:30 - 08.04.2015 05:00","27358","26996"
"08.04.2015 05:00 - 08.04.2015 05:30","26418","26696"
"08.04.2015 05:30 - 08.04.2015 06:00","26075","26506"
"08.04.2015 06:00 - 08.04.2015 06:30","26313","26574"
"08.04.2015 06:30 - 08.04.2015 07:00","27641","26201"
"08.04.2015 07:00 - 08.04.2015 07:30","30320","27676"
"08.04.2015 07:30 - 08.04.2015 08:00","33573","29471"
"08.04.2015 08:00 - 08.04.2015 08:30","36424","31780"
"08.04.2015 08:30 - 08.04.2015 09:00","38378","34750"
"08.04.2015 09:00 - 08.04.2015 09:30","39771","36988"
"08.04.2015 09:30 - 08.04.2015 10:00","40267","39316"
"08.04.2015 10:00 - 08.04.2015 10:30","41251","40244"
"08.04.2015 10:30 - 08.04.2015 11:00","41292","41687"
"08.04.2015 11:00 - 08.04.2015 11:30","41791","42000"
"08.04.2015 11:30 - 08.04.2015 12:00","41613","41176"
"08.04.2015 12:00 - 08.04.2015 12:30","42211","41328"
"08.04.2015 12:30 - 08.04.2015 13:00","42244","40876"
"08.04.2015 13:00 - 08.04.2015 13:30","42712","41032"
"08.04.2015 13:30 - 08.04.2015 14:00","42299","40913"
"08.04.2015 14:00 - 08.04.2015 14:30","42407","40779"
"08.04.2015 14:30 - 08.04.2015 15:00","42322","40455"
"08.04.2015 15:00 - 08.04.2015 15:30","42318","40044"
"08.04.2015 15:30 - 08.04.2015 16:00","42132","39888"
"08.04.2015 16:00 - 08.04.2015 16:30","41965","39486"
"08.04.2015 16:30 - 08.04.2015 17:00","42264","39529"
"08.04.2015 17:00 - 08.04.2015 17:30","42570","39320"
"08.04.2015 17:30 - 08.04.2015 18:00","43373","40058"
"08.04.2015 18:00 - 08.04.2015 18:30","43158","40556"
"08.04.2015 18:30 - 08.04.2015 19:00","43209","41430"
"08.04.2015 19:00 - 08.04.2015 19:30","42540","41269"
"08.04.2015 19:30 - 08.04.2015 20:00","42214","41635"
"08.04.2015 20:00 - 08.04.2015 20:30","41394","41190"
"08.04.2015 20:30 - 08.04.2015 21:00","42188","41295"
"08.04.2015 21:00 - 08.04.2015 21:30","42954","41341"
"08.04.2015 21:30 - 08.04.2015 22:00","43431","42647"
"08.04.2015 22:00 - 08.04.2015 22:30","42876","42233"
"08.04.2015 22:30 - 08.04.2015 23:00","41483","40806"
"08.04.2015 23:00 - 08.04.2015 23:30","38903","38814"
"08.04.2015 23:30 - 09.04.2015 00:00","36306","36911"
"09.04.2015 00:00 - 09.04.2015 00:30","33818","34599"
"09.04.2015 00:30 - 09.04.2015 01:00","31732","32385"
"09.04.2015 01:00 - 09.04.2015 01:30","30397","30513"
"09.04.2015 01:30 - 09.04.2015 02:00","30357","28924"
"09.04.2015 02:00 - 09.04.2015 02:30","29468","26889"
"09.04.2015 02:30 - 09.04.2015 03:00","28439","27286"
"09.04.2015 03:00 - 09.04.2015 03:30","28628","27960"
"09.04.2015 03:30 - 09.04.2015 04:00","28706","27523"
"09.04.2015 04:00 - 09.04.2015 04:30","28240","27120"
"09.04.2015 04:30 - 09.04.2015 05:00","27387","26763"
"09.04.2015 05:00 - 09.04.2015 05:30","26695","26545"
"09.04.2015 05:30 - 09.04.2015 06:00","26339","26407"
"09.04.2015 06:00 - 09.04.2015 06:30","26485","26542"
"09.04.2015 06:30 - 09.04.2015 07:00","28155","27167"
"09.04.2015 07:00 - 09.04.2015 07:30","30816","28429"
"09.04.2015 07:30 - 09.04.2015 08:00","33788","30723"
"09.04.2015 08:00 - 09.04.2015 08:30","36625","33147"
"09.04.2015 08:30 - 09.04.2015 09:00","38595","34511"
"09.04.2015 09:00 - 09.04.2015 09:30","40143","36785"
"09.04.2015 09:30 - 09.04.2015 10:00","40699","39977"
"09.04.2015 10:00 - 09.04.2015 10:30","41843","41062"
"09.04.2015 10:30 - 09.04.2015 11:00","41743","41630"
"09.04.2015 11:00 - 09.04.2015 11:30","42282","42008"
"09.04.2015 11:30 - 09.04.2015 12:00","42080","41248"
"09.04.2015 12:00 - 09.04.2015 12:30","42874","41339"
"09.04.2015 12:30 - 09.04.2015 13:00","42942","40719"
"09.04.2015 13:00 - 09.04.2015 13:30","43617","40779"
"09.04.2015 13:30 - 09.04.2015 14:00","43298","40502"
"09.04.2015 14:00 - 09.04.2015 14:30","43540","40393"
"09.04.2015 14:30 - 09.04.2015 15:00","43381","39921"
"09.04.2015 15:00 - 09.04.2015 15:30","43299","39726"
"09.04.2015 15:30 - 09.04.2015 16:00","43148","39146"
"09.04.2015 16:00 - 09.04.2015 16:30","43055","38731"
"09.04.2015 16:30 - 09.04.2015 17:00","43354","38953"
"09.04.2015 17:00 - 09.04.2015 17:30","43575","38767"
"09.04.2015 17:30 - 09.04.2015 18:00","44283","39899"
"09.04.2015 18:00 - 09.04.2015 18:30","43911","40285"
"09.04.2015 18:30 - 09.04.2015 19:00","43991","41076"
"09.04.2015 19:00 - 09.04.2015 19:30","43097","40798"
"09.04.2015 19:30 - 09.04.2015 20:00","43017","41235"
"09.04.2015 20:00 - 09.04.2015 20:30","42272","40715"
"09.04.2015 20:30 - 09.04.2015 21:00","43039","40745"
"09.04.2015 21:00 - 09.04.2015 21:30","43594","40521"
"09.04.2015 21:30 - 09.04.2015 22:00","43939","41975"
"09.04.2015 22:00 - 09.04.2015 22:30","43027","41919"
"09.04.2015 22:30 - 09.04.2015 23:00","41505","40584"
"09.04.2015 23:00 - 09.04.2015 23:30","39123","38597"
"09.04.2015 23:30 - 10.04.2015 00:00","36714","36596"
"10.04.2015 00:00 - 10.04.2015 00:30","34411","34473"
"10.04.2015 00:30 - 10.04.2015 01:00","32474","32164"
"10.04.2015 01:00 - 10.04.2015 01:30","31102","30315"
"10.04.2015 01:30 - 10.04.2015 02:00","30781","28744"
"10.04.2015 02:00 - 10.04.2015 02:30","29794","26587"
"10.04.2015 02:30 - 10.04.2015 03:00","28785","26668"
"10.04.2015 03:00 - 10.04.2015 03:30","28922","27088"
"10.04.2015 03:30 - 10.04.2015 04:00","28934","26971"
"10.04.2015 04:00 - 10.04.2015 04:30","28400","29959"
"10.04.2015 04:30 - 10.04.2015 05:00","27406","26139"
"10.04.2015 05:00 - 10.04.2015 05:30","26730","26059"
"10.04.2015 05:30 - 10.04.2015 06:00","26474","25944"
"10.04.2015 06:00 - 10.04.2015 06:30","26702","26015"
"10.04.2015 06:30 - 10.04.2015 07:00","28117","26542"
"10.04.2015 07:00 - 10.04.2015 07:30","30603","28272"
"10.04.2015 07:30 - 10.04.2015 08:00","33809","30493"
"10.04.2015 08:00 - 10.04.2015 08:30","36929","32863"
"10.04.2015 08:30 - 10.04.2015 09:00","39064","36021"
"10.04.2015 09:00 - 10.04.2015 09:30","40850","38186"
"10.04.2015 09:30 - 10.04.2015 10:00","41577","39974"
"10.04.2015 10:00 - 10.04.2015 10:30","42590","41197"
"10.04.2015 10:30 - 10.04.2015 11:00","42106","41260"
"10.04.2015 11:00 - 10.04.2015 11:30","42620","41704"
"10.04.2015 11:30 - 10.04.2015 12:00","42592","41100"
"10.04.2015 12:00 - 10.04.2015 12:30","43485","41245"
"10.04.2015 12:30 - 10.04.2015 13:00","43479","40949"
"10.04.2015 13:00 - 10.04.2015 13:30","43742","41059"
"10.04.2015 13:30 - 10.04.2015 14:00","43289","40686"
"10.04.2015 14:00 - 10.04.2015 14:30","43274","39186"
"10.04.2015 14:30 - 10.04.2015 15:00","42857","40971"
"10.04.2015 15:00 - 10.04.2015 15:30","42566","39322"
"10.04.2015 15:30 - 10.04.2015 16:00","42240","39049"
"10.04.2015 16:00 - 10.04.2015 16:30","41863","38664"
"10.04.2015 16:30 - 10.04.2015 17:00","42072","38610"
"10.04.2015 17:00 - 10.04.2015 17:30","42320","38413"
"10.04.2015 17:30 - 10.04.2015 18:00","42927","38690"
"10.04.2015 18:00 - 10.04.2015 18:30","42668","38975"
"10.04.2015 18:30 - 10.04.2015 19:00","42709","39865"
"10.04.2015 19:00 - 10.04.2015 19:30","42088","39564"
"10.04.2015 19:30 - 10.04.2015 20:00","42275","39708"
"10.04.2015 20:00 - 10.04.2015 20:30","42065","39075"
"10.04.2015 20:30 - 10.04.2015 21:00","43348","39015"
"10.04.2015 21:00 - 10.04.2015 21:30","43886","38768"
"10.04.2015 21:30 - 10.04.2015 22:00","43612","39988"
"10.04.2015 22:00 - 10.04.2015 22:30","42271","39586"
"10.04.2015 22:30 - 10.04.2015 23:00","40635","38638"
"10.04.2015 23:00 - 10.04.2015 23:30","38789","36754"
"10.04.2015 23:30 - 11.04.2015 00:00","36609","34635"
"11.04.2015 00:00 - 11.04.2015 00:30","34591","32815"
"11.04.2015 00:30 - 11.04.2015 01:00","32923","30795"
"11.04.2015 01:00 - 11.04.2015 01:30","31632","29179"
"11.04.2015 01:30 - 11.04.2015 02:00","31390","27429"
"11.04.2015 02:00 - 11.04.2015 02:30","30544","25298"
"11.04.2015 02:30 - 11.04.2015 03:00","29581","25179"
"11.04.2015 03:00 - 11.04.2015 03:30","29769","25479"
"11.04.2015 03:30 - 11.04.2015 04:00","29604","25184"
"11.04.2015 04:00 - 11.04.2015 04:30","28981","24680"
"11.04.2015 04:30 - 11.04.2015 05:00","28201","24328"
"11.04.2015 05:00 - 11.04.2015 05:30","27547","23826"
"11.04.2015 05:30 - 11.04.2015 06:00","27148","23492"
"11.04.2015 06:00 - 11.04.2015 06:30","27046","23333"
"11.04.2015 06:30 - 11.04.2015 07:00","27334","23546"
"11.04.2015 07:00 - 11.04.2015 07:30","28178","24202"
"11.04.2015 07:30 - 11.04.2015 08:00","29758","25649"
"11.04.2015 08:00 - 11.04.2015 08:30","31427","27413"
"11.04.2015 08:30 - 11.04.2015 09:00","33187","29611"
"11.04.2015 09:00 - 11.04.2015 09:30","35124","31298"
"11.04.2015 09:30 - 11.04.2015 10:00","36193","33024"
"11.04.2015 10:00 - 11.04.2015 10:30","37544","34670"
"11.04.2015 10:30 - 11.04.2015 11:00","37806","35494"
"11.04.2015 11:00 - 11.04.2015 11:30","38708","36336"
"11.04.2015 11:30 - 11.04.2015 12:00","38637","36145"
"11.04.2015 12:00 - 11.04.2015 12:30","39309","36552"
"11.04.2015 12:30 - 11.04.2015 13:00","39114","35931"
"11.04.2015 13:00 - 11.04.2015 13:30","39501","36535"
"11.04.2015 13:30 - 11.04.2015 14:00","38910","36043"
"11.04.2015 14:00 - 11.04.2015 14:30","38880","35922"
"11.04.2015 14:30 - 11.04.2015 15:00","38365","35073"
"11.04.2015 15:00 - 11.04.2015 15:30","38157","34150"
"11.04.2015 15:30 - 11.04.2015 16:00","37886","33672"
"11.04.2015 16:00 - 11.04.2015 16:30","37507","32973"
"11.04.2015 16:30 - 11.04.2015 17:00","37625","32926"
"11.04.2015 17:00 - 11.04.2015 17:30","37783","32579"
"11.04.2015 17:30 - 11.04.2015 18:00","38766","33478"
"11.04.2015 18:00 - 11.04.2015 18:30","38659","33922"
"11.04.2015 18:30 - 11.04.2015 19:00","38898","35557"
"11.04.2015 19:00 - 11.04.2015 19:30","38039","35808"
"11.04.2015 19:30 - 11.04.2015 20:00","38346","36488"
"11.04.2015 20:00 - 11.04.2015 20:30","37784","36132"
"11.04.2015 20:30 - 11.04.2015 21:00","38597","36435"
"11.04.2015 21:00 - 11.04.2015 21:30","39072","36341"
"11.04.2015 21:30 - 11.04.2015 22:00","39347","37794"
"11.04.2015 22:00 - 11.04.2015 22:30","38754","37248"
"11.04.2015 22:30 - 11.04.2015 23:00","37893","36430"
"11.04.2015 23:00 - 11.04.2015 23:30","36393","35324"
"11.04.2015 23:30 - 12.04.2015 00:00","34823","33564"
"12.04.2015 00:00 - 12.04.2015 00:30","33312","32149"
"12.04.2015 00:30 - 12.04.2015 01:00","31751","30413"
"12.04.2015 01:00 - 12.04.2015 01:30","30370","29036"
"12.04.2015 01:30 - 12.04.2015 02:00","30115","27564"
"12.04.2015 02:00 - 12.04.2015 02:30","29325","26414"
"12.04.2015 02:30 - 12.04.2015 03:00","27780","26537"
"12.04.2015 03:00 - 12.04.2015 03:30","26927","26352"
"12.04.2015 03:30 - 12.04.2015 04:00","27040","25140"
"12.04.2015 04:00 - 12.04.2015 04:30","27076","24711"
"12.04.2015 04:30 - 12.04.2015 05:00","26340","24424"
"12.04.2015 05:00 - 12.04.2015 05:30","25685","24041"
"12.04.2015 05:30 - 12.04.2015 06:00","25010","23676"
"12.04.2015 06:00 - 12.04.2015 06:30","24723","23504"
"12.04.2015 06:30 - 12.04.2015 07:00","24524","23579"
"12.04.2015 07:00 - 12.04.2015 07:30","24676","23792"
"12.04.2015 07:30 - 12.04.2015 08:00","25329","24026"
"12.04.2015 08:00 - 12.04.2015 08:30","26573","25084"
"12.04.2015 08:30 - 12.04.2015 09:00","27687","27040"
"12.04.2015 09:00 - 12.04.2015 09:30","29477","28156"
"12.04.2015 09:30 - 12.04.2015 10:00","30511","29575"
"12.04.2015 10:00 - 12.04.2015 10:30","32259","31024"
"12.04.2015 10:30 - 12.04.2015 11:00","33133","32114"
"12.04.2015 11:00 - 12.04.2015 11:30","34877","33430"
"12.04.2015 11:30 - 12.04.2015 12:00","35245","33946"
"12.04.2015 12:00 - 12.04.2015 12:30","36416","34744"
"12.04.2015 12:30 - 12.04.2015 13:00","36638","34961"
"12.04.2015 13:00 - 12.04.2015 13:30","37474","35570"
"12.04.2015 13:30 - 12.04.2015 14:00","37254","35994"
"12.04.2015 14:00 - 12.04.2015 14:30","36605","36315"
